Feature Name,Score,Code Description
1ke76muxxn,0.01440165348,"INT: {'Bypass, abdominal arteries bypass terminating in abdominal vessels (e.g. celiac, renal, mesenteric) '}"
s36801,-0.01440072711,DIAG: {'Haematoma of other intra-abdominal organs with open wound into cavity'}
2nk70babj,-0.01440046723,"INT: {'Inspection, small intestine using endoscopic per orifice approach (or via stoma) and colonoscope'}"
1je57gqfvn,-0.01439453414,"INT: {'Extraction, carotid artery percutaneous transluminal approach using synthetic material using atherec'}"
1yg87laage,-0.01439041196,"INT: {'Excision partial, skin of neck open [excisional] approach and laser using local flap [e.g. rotation,'}"
f011,0.01438931902,DIAG: {'Multi-infarct dementia'}
1eg74lanwn,-0.01438903134,"INT: {'Fixation, multiple bones of mid face region, without cranium involvement with synthetic tissue [ceme'}"
Paediatric Gynaecology,-0.01438828078,N/A
1kx35hhc1,-0.01438361163,"INT: {'Pharmacotherapy (local), vein NEC,  percutaneous infusion approach using antithrombotic agent'}"
1gm53bapm,-0.01438042085,"INT: {'Implantation of internal device, bronchus NEC of airflow redirection valve using endoscopic per orif'}"
t827,0.01437858916,"DIAG: {'Infection and inflammatory reaction due to other cardiac and vascular devices, implants and grafts'}"
1kv35hh1c,0.01437826311,"INT: {'Pharmacotherapy (local), artery NEC, percutaneous infusion approach using thrombolytic agent', 'Pharmacotherapy (local), artery NEC percutaneous transcatheter approach using thrombolytic agent'}"
i452,-0.01437742448,DIAG: {'Bifascicular block'}
r821,-0.0143773272,DIAG: {'Myoglobinuria'}
s36490,0.01437649196,DIAG: {'Injury  NOS of small intestine without open wound into cavity'}
1qe52la,0.01437642863,"INT: {'Drainage, penis using open approach'}"
1ft52la,-0.01437563744,"INT: {'Drainage, thyroglossal duct using open approach'}"
m2488,-0.0143750494,"DIAG: {'Other specific joint derangements, not elsewhere classified, other site'}"
1ok85xvxxk,-0.01437450428,"INT: {'Transplant, multi organ: pancreas with duodenum and kidney, with exocrine drainage via intestine, us'}"
Neurology,-0.01437362344,N/A
a848,-0.01436837365,DIAG: {'Other tick-borne viral encephalitis'}
b854,0.01436836788,DIAG: {'Mixed pediculosis and phthiriasis'}
1ky80laxxk,-0.0143669057,INT: {'Repair artery with vein using open approach and homograft'}
f147,-0.01436686023,"DIAG: {'Mental and behavioural disorders due to use of cocaine, residual and late-onset psychotic disorder'}"
1mc91trxxg,-0.01436416933,"INT: {'Excision radical, lymph node(s), cervical using pedicled distant flap extended radical neck dissecti'}"
1oa13laxxn,0.01436252912,"INT: {'Control of bleeding, liver open approach and synthetic tissue [e.g. mesh, teflon felt]', 'Control of bleeding, liver open approach using synthetic tissue [e.g. mesh, teflon felt]'}"
1cc85hau7k,-0.01436102865,"INT: {'Transplant, cornea using donor limbal stem cells'}"
y651,-0.01435603125,DIAG: {'Wrong fluid used in infusion'}
1va52da,-0.01435508224,"INT: {'Drainage, hip joint using endoscopic [arthroscopic] approach'}"
1et52cr,-0.01435407569,"INT: {'Drainage, nose using per orifice approach and incision'}"
1ij76laxxg,0.01435289866,"INT: {'Bypass, coronary arteries open approach [sternotomy] using pedicled flap [e.g. internal mammary, tho', 'Bypass, coronary arteries open approach [sternotomy] using combined sources of tissue (e.g. graft/pe'}"
1ug52ha,-0.01435096345,"INT: {'Drainage, other metacarpophalangeal joint(s) using percutaneous (needle) aspiration'}"
1pq59baad,-0.01435051315,"INT: {'Destruction, urethra endoscopic per orifice approach using cryoprobe'}"
z490,0.01434642541,DIAG: {'Preparatory care for dialysis'}
1la84laxxq,-0.01434501886,"INT: {'Construction or reconstruction, aorta with pulmonary artery with interventricular septum using open '}"
1ys53laqk,-0.01434363396,"INT: {'Implantation of internal device, skin of abdomen and trunk of infusion pump using open approach'}"
1zz35han5,-0.01433877295,"INT: {'Pharmacotherapy, total body musculoskeletal system agents percutaneous approach [intramuscular, intr'}"
1tm80da,-0.01433810879,"INT: {'Repair, elbow joint endoscopic [arthroscopic] approach using simple apposition technique only [e.g. '}"
q453,0.01433660408,DIAG: {'Other congenital malformations of pancreas and pancreatic duct'}
f220,0.01433374887,"DIAG: {'Unspecified nonorganic psychosis', 'Delusional disorder'}"
v8651,-0.01433276483,"DIAG: {'Driver of snowmobile injured in nontraffic accident, falling through ice'}"
1mp52la,0.01433060403,"INT: {'Drainage, lymphatic vessels of abdomen/pelvis using open approach'}"
f300,0.01432687708,DIAG: {'Hypomania'}
1od80da,-0.01432481132,"INT: {'Repair, gallbladder using endoscopic [laparoscopic] approach'}"
age,0.01432389283,N/A
1sz87la,-0.01432064811,"INT: {'Invalid Code', 'Excision partial, soft tissue of the chest and abdomen using open approach and apposition [suture, s'}"
m4845,-0.01431921198,"DIAG: {'Fatigue fracture of vertebra, thoracolumbar region'}"
1an26sz,-0.0143163923,"INT: {'Brachytherapy, brain using craniotomy (or craniectomy) approach'}"
1ug73ja,-0.01431472152,"INT: {'Reduction, other metacarpophalangeal joint(s) using closed (external) approach'}"
1pl80bafh,-0.01431374378,"INT: {'Repair, bladder neck using endoscopic per orifice approach with bioabsorbable material [e.g. dextran'}"
m7916,-0.01431122129,"DIAG: {'Myalgia, lower leg'}"
1ka57lafvn,-0.01431038395,"INT: {'Extraction, abdominal aorta open approach using synthetic material using atherectomy device (e.g. ro'}"
1pl50btbj,-0.01430974872,"INT: {'Dilation, bladder neck endoscopic per orifice (transurethral) approach with incision using flexible '}"
1yv87laxxb,-0.01430796033,"INT: {'Excision partial, skin of leg open [excisional] approach using split thickness autograft'}"
1jy80laxxl,-0.01430477872,"INT: {'Repair, thoracic vessels NEC using open approach with xenograft'}"
t472,-0.01429723496,DIAG: {'Poisoning by stimulant laxatives'}
1gm86mexxg,-0.01429589129,"INT: {'Closure of fistula, bronchus NEC for fistula terminating in abdominal cavity [e.g. bronchoesophageal'}"
a422,-0.01429170852,DIAG: {'Cervicofacial actinomycosis'}
1ys80jaxxp,-0.01428909761,"INT: {'Repair, skin of abdomen and trunk using cultured tissue'}"
1na72qb,-0.01428629061,"INT: {'Release, esophagus using open thoracic approach'}"
e1410,-0.01428451824,"DIAG: {'Type 2 diabetes mellitus with ketoacidosis', 'Unspecified diabetes mellitus with ketoacidosis', 'Type 1 diabetes mellitus with ketoacidosis'}"
1sc75llnwl,-0.01428440037,"INT: {'Fusion, spinal vertebrae open anterior approach [anterolateral and transoral approaches] with xenogr'}"
1vx35jat9,-0.0142823247,"INT: {'Pharmacotherapy (local), soft tissue of leg using direct instillation [into wound] of pharmacologica'}"
h660,-0.01427829121,DIAG: {'Acute suppurative otitis media'}
1nf78bn,-0.01427487482,"INT: {'Repair by decreasing size, stomach endoscopic per orifice approach using circular stapling or suturi'}"
1kq76muxxn,-0.01427191125,"INT: {'Bypass, abdominal veins NEC using open approach with synthetic material bypass terminating in abdomi'}"
2gw71bp,-0.01427185381,"INT: {'Biopsy, mediastinum using endoscopic per orifice approach with needle aspiration'}"
5md56nu,-0.01426794301,"INT: {'Breech delivery, without episiotomy with spontaneous delivery of head unspecified breech extraction'}"
3ip30dc,0.01426632612,"INT: {'Ultrasound, heart with coronary arteries transcutaneous with Doppler'}"
p700,0.01426129315,DIAG: {'Syndrome of infant of mother with gestational diabetes'}
1wa75lalq,-0.01426004262,"INT: {'Fusion, ankle joint open approach no tissue used (for fusion) using intramedullary nail'}"
1fh87laag,0.01425711754,"INT: {'Excision partial, floor of mouth open (excisional) approach with laser using apposition technique [e'}"
5ca93ec,-0.01425654788,"INT: {'Surgical removal of extrauterine pregnancy, open approach salpingostomy'}"
1na80faxxf,-0.01425332164,"INT: {'Repair, esophagus using free flap [e.g. free muscle or interpositional intestinal flap] for closure '}"
3gt12vv,-0.0142503362,"INT: {'Fluoroscopy, lung NEC following per orifice injection of contrast'}"
2fx71bp,-0.01425032856,"INT: {'Biopsy, oropharynx using endoscopic per orifice approach with needle aspiration'}"
s37810,0.01425022476,"DIAG: {'Laceration of other pelvic organs, without open wound into cavity'}"
m6190,-0.01424554448,"DIAG: {'Calcification and ossification of muscle, unspecified, multiple sites'}"
o12002,-0.01424459736,"DIAG: {'Gestational oedema, delivered, with mention of postpartum complication'}"
1tb52wk,-0.01424172542,"INT: {'Drainage, acromioclavicular and sternoclavicular joints using open incisional technique [e.g. bursot'}"
1im80laxxn,-0.01424030538,"INT: {'Repair, pulmonary artery using open approach with synthetic material'}"
3rz30da,-0.01423917943,"INT: {'Ultrasound, female genital tract NEC alone'}"
b600,-0.01423856292,DIAG: {'Babesiosis'}
s1418,-0.0142382782,DIAG: {'Other injuries of cervical spinal cord'}
1zz35haa7,-0.01423629553,"INT: {'Pharmacotherapy, total body alimentary tract and metabolism agents percutaneous approach [intramuscu'}"
c969,0.01423589007,"DIAG: {'Malignant neoplasm of lymphoid, haematopoietic and related tissue, unspecified'}"
p702,-0.01423164496,DIAG: {'Neonatal diabetes mellitus'}
1ys35jad2,-0.0142315552,"INT: {'Pharmacotherapy (local), skin of abdomen and trunk topical application or direct instillation into w'}"
c911,0.01422934796,DIAG: {'Chronic lymphocytic leukaemia of B-cell type'}
s62001,-0.01422202125,"DIAG: {'Fracture of navicular [scaphoid] bone of hand, open'}"
1kt51la,0.01422157185,"INT: {'Occlusion, vessels of the pelvis, perineum and gluteal region open approach (e.g. venotomy) using di'}"
g638,-0.01422137271,DIAG: {'Polyneuropathy in other diseases classified elsewhere'}
1sy72wj,-0.01422010302,"INT: {'Release, muscles of the chest and abdomen using open excisional technique [e.g. fasciectomy]'}"
1ym12jali,-0.01421934769,"INT: {'Therapy,  breast using external application of living organism (e.g. leeches)'}"
s6410,-0.01421635457,DIAG: {'Laceration of median nerve at wrist and hand level'}
f002,-0.01421440835,"DIAG: {""Dementia in Alzheimer's disease, atypical or mixed type""}"
r635,0.01421344297,DIAG: {'Abnormal weight gain'}
1ry59jaag,-0.01421322496,"INT: {'Destruction, perineum using laser'}"
m8085,0.01420941087,"DIAG: {'Other osteoporosis with pathological fracture, pelvic region and thigh'}"
r250,-0.01420882871,DIAG: {'Abnormal head movements'}
e1032,-0.01420766908,DIAG: {'Type 1 diabetes mellitus with proliferative retinopathy'}
d841,0.01420164245,DIAG: {'Defects in the complement system'}
t835,0.01419986458,"DIAG: {'Infection and inflammatory reaction due to prosthetic device, implant and graft in urinary system'}"
1qt59baaz,-0.01419916444,"INT: {'Destruction, prostate endoscopic per orifice [transurethral] approach using ultrasound device'}"
m709,-0.01419755154,"DIAG: {'Unspecified soft tissue disorder related to use, overuse and pressure'}"
1yg80laxxa,-0.01419715772,"INT: {'Repair, skin of neck using full-thickness autograft'}"
m436,-0.01419686564,DIAG: {'Torticollis'}
q928,-0.01419075871,DIAG: {'Other specified trisomies and partial trisomies of autosomes'}
1de57baz9,-0.01418890973,"INT: {'Extraction, external auditory meatus endoscopic per orifice approach using agent NEC (e.g. soap solu'}"
g552,-0.01418861191,DIAG: {'Nerve root and plexus compressions in spondylosis'}
d588,-0.01418577175,DIAG: {'Other specified hereditary haemolytic anaemias'}
1ke80la,-0.01418503122,"INT: {'Repair, abdominal arteries NEC using open approach', 'Repair,  abdominal arteries NEC using open approach'}"
1is57grfv,-0.01418187014,"INT: {'Extraction, vena cava (superior and inferior) percutaneous venous approach using atherectomy device '}"
s0450,-0.01418067698,DIAG: {'Laceration of facial nerve'}
1fx50wk,-0.01417828113,"INT: {'Dilation, oropharynx per orifice approach using incisional technique'}"
s92001,0.01417757619,"DIAG: {'Fracture of calcaneus, open'}"
o69101,0.01416680595,"DIAG: {'Labour and delivery complicated by cord around neck, with compression, delivered, with or without me'}"
1rm57cagx,-0.01415949417,"INT: {'Extraction, uterus and surrounding structures using per orifice approach and device NEC'}"
l850,-0.01415571449,DIAG: {'Acquired ichthyosis'}
5md53km,0.01415227073,"INT: {'Forceps traction and rotation, without episiotomy mid forceps'}"
1bm87laxxa,-0.01415219023,"INT: {'Excision partial, nerve(s) of upper arm and elbow end to end [rejoining] technique (e.g. suture, glu', 'Excision partial, nerve(s) of upper arm and elbow end-to-end suture [rejoining] technique (e.g. sutu'}"
1ke57la,-0.01414910916,"INT: {'Extraction, abdominal arteries NEC using open approach'}"
l251,-0.01414829908,DIAG: {'Unspecified contact dermatitis due to drugs in contact with skin'}
3ip70ch,-0.01414764129,"INT: {'Diagnostic nuclear (imaging) study, heart with coronary arteries using SPEC tomography (SPECT) with '}"
1sc89llgxn,-0.01414491075,"INT: {'Excision total, spinal vertebrae anterior approach [anterolateral and transoral approaches] with syn'}"
1gt59lagx,-0.01414422806,"INT: {'Destruction, lung NEC using open approach device NEC'}"
1mj91laxxe,0.01414186146,"INT: {'Excision radical, lymph node(s), inguinal using open approach with local flap'}"
m4689,-0.01413841964,"DIAG: {'Other specified inflammatory spondylopathies, unspecified site'}"
m1288,-0.01413702505,"DIAG: {'Other specific arthropathies, not elsewhere classified, other site'}"
e050,-0.01413390417,DIAG: {'Thyrotoxicosis with diffuse goitre'}
1ax80laxxn,0.01413304005,"INT: {'Repair, spinal canal and meninges open approach using apposition technique [e.g. suturing] for closu', 'Repair, spinal canal and meninges open approach using xenograft for closure', 'Repair, spinal canal and meninges open approach using synthetic tissue [e.g. silastic sheath] for cl'}"
v909,-0.01413267996,"DIAG: {'Accident to watercraft causing drowning and submersion, unspecified watercraft'}"
s42480,0.01412777689,"DIAG: {'Fracture of other part of lower end of humerus, closed', 'Fracture of unspecified part of upper end of humerus, closed', 'Fracture of unspecified part of lower end of humerus, closed'}"
p000,-0.01412204573,DIAG: {'Fetus and newborn affected by maternal hypertensive disorders'}
1wm73ja,-0.0141168953,"INT: {'Reduction, other interphalangeal joints of toe using closed (external) approach'}"
1yv59jax7,-0.01411000908,"INT: {'Destruction, skin of leg using chemical cautery agent'}"
t8450,0.01410035545,DIAG: {'Infection and inflammatory reaction due to shoulder prosthesis'}
c6211,0.01409701461,DIAG: {'Malignant neoplasm of descended left testis'}
e643,-0.01409531447,DIAG: {'Sequelae of rickets'}
3an70cd,-0.01409092089,"INT: {'Diagnostic nuclear (imaging) study, brain using SPEC tomography (SPECT) with CSF flow (imaging)'}"
a411,0.01408915496,"DIAG: {'Bacterial infection, unspecified', 'Sepsis due to other specified staphylococcus'}"
1gv76me,0.01408909617,"INT: {'Bypass, pleura bypass terminating in abdominal cavity'}"
1gm56la,-0.01408778022,"INT: {'Removal of foreign body, bronchus NEC using open (incisional) approach'}"
1yu52la,-0.01408633378,"INT: {'Drainage, skin of hand using incisional approach'}"
1tm04jh,-0.01408467639,"INT: {'Mobilization, elbow joint using external approach with manual technique'}"
1im35ha1c,-0.01408403642,"INT: {'Pharmacotherapy (local), pulmonary artery percutaneous injection approach using thrombolytic agent'}"
w0509,-0.01408396824,DIAG: {'Fall involving unspecified walking devices'}
m1009,0.0140805098,"DIAG: {'Idiopathic gout, unspecified site'}"
h161,-0.01408017521,DIAG: {'Other superficial keratitis without conjunctivitis'}
1vc91lanwk,-0.01407963815,"INT: {'Excision radical, femur with bone homograft using screw, plate and screw'}"
m8080,-0.0140768994,"DIAG: {'Other osteoporosis with pathological fracture, multiple sites'}"
v375,-0.01407392905,"DIAG: {'Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object, driver'}"
l309,-0.01407340081,"DIAG: {'Dermatitis, unspecified'}"
2fv71ha,-0.01407273731,"INT: {'Biopsy, parathyroid gland using percutaneous (needle) approach'}"
1kq57la,0.01407217731,"INT: {'Extraction, abdominal veins NEC using open approach [e.g. venotomy] without tissue'}"
1sy72wk,-0.01406888302,"INT: {'Release, muscles of the chest and abdomen using open incisional technique [e.g. fasciotomy, myotomy]'}"
y522,-0.01406822031,"DIAG: {'Other antidysrhythmic drugs, not elsewhere classified, causing adverse effect in therapeutic use'}"
2hz71ha,-0.01406804034,"INT: {'Biopsy, heart NEC using percutaneous (needle) approach'}"
1va35han1,-0.01406574842,"INT: {'Pharmacotherapy (local), hip joint using percutaneous (needle) approach and antiinflammatory agent'}"
1tb74lakd,-0.01406458467,"INT: {'Fixation, acromioclavicular and sternoclavicular joints fixation device [alone] using wire, staple, '}"
s62320,0.01406100484,"DIAG: {'Fracture of head of other metacarpal bone, closed', 'Fracture of head and neck of other metacarpal bone, closed'}"
1ke51laff,0.01406056798,"INT: {'Occlusion, abdominal arteries NEC open approach (e.g. arteriotomy) using band or clip', 'Occlusion, abdominal arteries NEC open approach(e.g. arteriotomy) using band or clip'}"
1hh59hhgx,-0.01406001861,"INT: {'Destruction, cardiac conduction system percutaneous transcatheter (e.g. subxiphoid needle) approach '}"
1pm52lats,-0.01405685524,"INT: {'Drainage, bladder using open approach and drainage tube NOS'}"
1mp52da,-0.01405495898,"INT: {'Drainage, lymphatic vessels of abdomen/pelvis using endoscopic approach'}"
f332,0.01405296465,"DIAG: {'Recurrent depressive disorder, current episode severe without psychotic symptoms'}"
g130,-0.0140529359,DIAG: {'Paraneoplastic neuromyopathy and neuropathy'}
1pe76la,-0.01405266935,"INT: {'Bypass, renal pelvis using open approach with anastomosis technique'}"
1sc27ja,0.01405216487,"INT: {'Radiation, spinal vertebrae using external beam'}"
1jw57sz,-0.01404768926,"INT: {'Extraction, intracranial vessels using open craniotomy [craniectomy] approach'}"
c184,0.01404765437,DIAG: {'Malignant neoplasm of transverse colon'}
t425,-0.0140453362,"DIAG: {'Poisoning by mixed antiepileptics, not elsewhere classified'}"
2wq71la,0.01404520028,"INT: {'Biopsy, tarsal bones using open approach'}"
1dl53laefa,-0.01404454784,"INT: {'Implantation of internal device, mastoid (process) of anchoring device (titanium implant) and connec', 'Implantation of internal device, mastoid (process) using full thickness autograft for repair of anch'}"
c864,-0.01404298745,DIAG: {'Blastic NK-cell lymphoma'}
1bk53ladv,-0.01404276513,"INT: {'Implantation of internal device, vagus nerve using open approach and electrical stimulation device'}"
n058,-0.01404221902,"DIAG: {'Unspecified nephritic syndrome, other'}"
1kt57laock,-0.01403862428,"INT: {'Extraction vessels of the pelvis, perineum and gluteal region open approach using homograft using at'}"
i058,0.01403713932,DIAG: {'Other mitral valve diseases'}
m0281,-0.01403663061,"DIAG: {'Other reactive arthropathies, shoulder region'}"
j678,-0.01403580355,DIAG: {'Hypersensitivity pneumonitis due to other organic dusts'}
1zz35haa4,-0.01402989627,"INT: {'Pharmacotherapy, total body alimentary tract and metabolism agents percutaneous approach [intramuscu'}"
1nt80baw0,-0.01402737353,"INT: {'Repair, anus endoscopic per orifice approach using other synthetic agent[e.g. silicone, macroplastiq'}"
1dr59laad,-0.01402137338,"INT: {'Destruction, inner ear NEC using trans canal approach [trans meatal oval window approach] using cryo'}"
z834,-0.01402001286,"DIAG: {'Family history of other endocrine, nutritional and metabolic diseases'}"
d529,0.01401867598,"DIAG: {'Folate deficiency anaemia, unspecified'}"
i401,-0.01401832689,DIAG: {'Isolated myocarditis'}
n8352,0.01401507167,DIAG: {'Torsion of ovary and ovarian pedicle with torsion of fallopian tube'}
s1410,-0.01401355437,DIAG: {'Complete lesion of cervical spinal cord'}
1pq50babd,-0.01400735424,"INT: {'Dilation, urethra endoscopic per orifice approach using balloon dilator'}"
1ry14jafn,-0.01400721119,"INT: {'Dressing, perineum using wet/moist dressing'}"
2yt71la,-0.01400681271,"INT: {'Biopsy, skin of arm using open [incisional] approach'}"
1jj57lagx,-0.01400668304,"INT: {'Extraction, brachiocephalic arteries open approach no tissue used using device NEC'}"
c819,0.01400153241,"DIAG: {'Hodgkin lymphoma, unspecified'}"
h509,-0.01400090442,"DIAG: {'Strabismus, unspecified'}"
t811,-0.01399999754,"DIAG: {'Shock during or resulting from a procedure, not elsewhere classified'}"
r572,-0.01399995553,DIAG: {'Septic shock'}
1id57laxxl,-0.01399854893,"INT: {'Extraction, aorta NEC using open approach and (widening) xenograft'}"
v807,-0.01399631341,DIAG: {'Animal-rider or occupant of animal-drawn vehicle injured in collision with other nonmotor vehicle'}
m4327,-0.01399520604,"DIAG: {'Other fusion of spine, lumbosacral region'}"
e568,-0.01399345883,DIAG: {'Deficiency of other vitamins'}
e780,0.013992793,DIAG: {'Pure hypercholesterolaemia'}
v949,-0.01399249612,"DIAG: {'Other and unspecified water transport accident, unspecified watercraft'}"
a181,-0.01399101073,DIAG: {'Tuberculosis of genitourinary system'}
w0404,-0.01399066609,DIAG: {'Fall while being carried or supported by other person(s) onto or off chair'}
3gy10vz,-0.01398801473,"INT: {'Xray, thoracic cavity NEC following percutaneous injection of contrast [e.g. air, other contrast med'}"
k222,-0.0139874377,DIAG: {'Oesophageal obstruction'}
1sl91pfkd,-0.01398651653,"INT: {'Excision radical, ribs posterior [lateral, posterolateral] approach no tissue used (for closure of d'}"
d239,-0.01398545685,"DIAG: {'Other benign neoplasm of skin, unspecified'}"
z2251,0.01398368083,DIAG: {'Carrier of viral hepatitis C'}
l128,0.01398141274,DIAG: {'Other pemphigoid'}
1nq86mh,0.01397725664,"INT: {'Closure of fistula, rectum with simple excision [with or without closure] for fistula terminating in', 'Closure of fistula, rectum using simple excision (with or without (suture) closure) for fistula term'}"
3sf40wc,-0.01397676405,"INT: {'Magnetic resonance imaging [MRI], sacrum and coccyx with contrast'}"
s971,-0.01397450514,DIAG: {'Crushing injury of toe(s)'}
g000,0.01396900506,DIAG: {'Haemophilus meningitis'}
1wa52da,-0.01396777753,"INT: {'Drainage, ankle joint using endoscopic [arthroscopic] approach'}"
n870,-0.01396733439,DIAG: {'Mild cervical dysplasia'}
1pg89laxxe,-0.01396691509,"INT: {'Excision total, ureter open approach using local flap [e.g. V Y, vertical, advancing, Boari]'}"
z918,-0.01396580169,"DIAG: {'Personal history of other specified risk-factors, not elsewhere classified'}"
y518,0.01396509289,"DIAG: {'Centrally acting and adrenergic-neuron-blocking agents, not elsewhere classified, causing adverse ef'}"
2bb71la,-0.01396452673,"INT: {'Biopsy, nerves of head and neck using open approach'}"
m4801,-0.01396349477,"DIAG: {'Spinal stenosis, occipito-atlanto-axial region'}"
3ip20wc,-0.01396311554,"INT: {'Computerized tomography [CT], heart with coronary arteries with contrast'}"
q524,-0.0139591568,DIAG: {'Other congenital malformations of vagina'}
p023,-0.01395826992,DIAG: {'Fetus and newborn affected by placental transfusion syndromes'}
1yy14jafn,-0.01395774972,"INT: {'Dressing, skin of surgically constructed sites using wet/moist dressing'}"
t849,0.01395596933,"DIAG: {'Unspecified complication of internal orthopaedic prosthetic device, implant and graft'}"
p749,-0.01395529715,"DIAG: {'Transitory metabolic disturbance of newborn, unspecified'}"
l568,-0.01395529123,DIAG: {'Other specified acute skin changes due to ultraviolet radiation'}
a083,0.01395463365,DIAG: {'Other viral enteritis'}
3vz20va,0.01395379342,"INT: {'Computerized tomography [CT], leg NEC without contrast'}"
1hm80la,0.01395061813,"INT: {'Repair, atrium no tissue used [e.g. suture alone] using open approach'}"
q130,-0.01394911071,DIAG: {'Coloboma of iris'}
2zz13rb,-0.01394796517,"INT: {'Specimen collection (for diagnostic testing), total body blood by catheterization of femoral vein'}"
n178,-0.01394622456,DIAG: {'Other acute renal failure'}
q289,-0.01394421186,"DIAG: {'Congenital malformation of circulatory system, unspecified'}"
1vq03jamm,-0.0139408507,"INT: {'Immobilization, tibia and fibula immobilization alone using pneumatic orthoses device'}"
1cp87sz,-0.01393961044,"INT: {'Excision partial, soft tissue of orbit and eyeball NEC using orbitotomy with bone flap or window'}"
i368,0.01393836972,DIAG: {'Other nonrheumatic tricuspid valve disorders'}
a4158,0.01393518781,DIAG: {'Sepsis due to other Gram-negative organisms'}
m5380,-0.01392918776,"DIAG: {'Other specified dorsopathies, multiple sites in spine'}"
1je55gqnr,-0.01392837746,"INT: {'Removal of device, carotid artery of endovascular stent using percutaneous transluminal approach'}"
l011,-0.0139258433,DIAG: {'Impetiginization of other dermatoses'}
m082,-0.01392070031,DIAG: {'Juvenile arthritis with systemic onset'}
3gy10wx,-0.01391755212,"INT: {'Xray, thoracic cavity NEC following catheter (shunt) injection of contrast (with or without fluorosc'}"
z38400,-0.01391697971,"DIAG: {'Twin, born outside hospital, product of both spontaneous (NOS) ovulation and conception'}"
1sq83laxxk,-0.01391675004,"INT: {'Transfer, pelvis, using bone homograft'}"
e877,0.01391298971,DIAG: {'Fluid overload'}
1yv35jat9,-0.01391216699,"INT: {'Pharmacotherapy (local), skin of leg topical application or direct instillation into wound using pha'}"
1uk53laqd,-0.01391124016,"INT: {'Implantation of internal device, other interphalangeal joints of hand of single-component prosthetic'}"
a1621,-0.01390892542,"DIAG: {'Tuberculosis of lung, without mention of bacteriological or histological confirmation, without cavit'}"
s7670,-0.01390316923,DIAG: {'Laceration of multiple muscles and tendons at hip and thigh level'}
3er20wc,0.01390175702,"INT: {'Computerized tomography [CT], head NEC with contrast', 'Computerized tomography [CT], head NEC with enhancement (contrast)'}"
1fn52je,-0.01390133126,"INT: {'Drainage, submandibular gland using external manual expression'}"
1ea74lakd,-0.01389994322,"INT: {'Fixation, cranium no tissue used during fixation using wire or mesh only'}"
1ax35haj2,0.01389922186,"INT: {'Pharmacotherapy (local), spinal canal and meninges percutaneous (needle) approach using corticostero'}"
j688,-0.0138985088,"DIAG: {'Other respiratory conditions due to chemicals, gases, fumes and vapours'}"
r868,-0.01389471426,"DIAG: {'Abnormal findings in specimens from male genital organs, other abnormal findings'}"
k061,0.01389298751,DIAG: {'Gingival enlargement'}
r02,0.01388914164,"DIAG: {'Gangrene, not elsewhere classified'}"
e310,0.01388629063,DIAG: {'Autoimmune polyglandular failure'}
1tx06jakl,-0.01388421033,"INT: {'Hypothermy, soft tissue of arm NEC using external cold (dry) device [e.g. cold pack]'}"
s8638,-0.01388149888,DIAG: {'Other and unspecified injury of muscle(s) and tendon(s) of peroneal muscle group at lower leg level'}
c679,0.01388036176,"DIAG: {'Malignant neoplasm of bladder, unspecified'}"
2pm29zz,-0.0138785492,"INT: {'Other measurement NEC, bladder using technique NEC'}"
1sq87lakd,-0.01387439638,"INT: {'Excision partial, pelvis no tissue used [for closure of surgical defect] using wire, mesh'}"
a188,0.01386786779,DIAG: {'Tuberculosis of other specified organs'}
1oj87vc,-0.01386686066,"INT: {'Excision partial, pancreas using open approach and [insulinoma] enucleation technique'}"
1eb87la,-0.01386642169,"INT: {'Excision partial, zygoma no tissue used [for closure], no device used'}"
e1163,0.0138659595,DIAG: {'Type 2 diabetes mellitus with hypoglycaemia'}
l533,-0.01386164064,DIAG: {'Other chronic figurate erythema'}
h612,-0.01386116511,DIAG: {'Impacted cerumen'}
r894,-0.01386105767,"DIAG: {'Abnormal findings in specimens from other organs, abnormal immunological findings'}"
q430,0.01386085771,"DIAG: {""Meckel's diverticulum"", 'Meckel diverticulum'}"
m8098,0.01385855314,"DIAG: {'Unspecified osteoporosis with pathological fracture, other site'}"
1yw56ja,-0.01385843717,"INT: {'Removal of foreign body, skin of foot using external approach [for simple extraction]'}"
1sc75llgxk,-0.01385837947,"INT: {'Fusion, spinal vertebrae open anterior approach [anterolateral and transoral approaches] with homogr'}"
1pc59laaw,-0.01385698851,"INT: {'Destruction, kidney open approach using radiofrequency'}"
y09,0.01385386422,DIAG: {'Assault by unspecified means'}
k604,-0.01384911233,DIAG: {'Rectal fistula'}
d474,0.01384895778,DIAG: {'Osteomyelofibrosis'}
q2732,0.01384780914,DIAG: {'Peripheral arteriovenous malformation of digestive system vessel'}
1hh59gpgx,-0.0138471107,"INT: {'Destruction, cardiac conduction system percutaneous transluminal (arterial) (retrograde) (venous) (a'}"
1na80qg,-0.01384423626,"INT: {'Repair, esophagus using apposition technique [e.g. suturing] for closure using combined open thoraco'}"
b07,-0.01384376291,DIAG: {'Viral warts'}
1mh87da,0.01384308455,"INT: {'Excision partial, lymph node(s), pelvic using endoscopic approach'}"
1ug52wj,-0.01384279266,"INT: {'Drainage, other metacarpophalangeal joint(s) using open excisional approach [e.g. bursectomy]'}"
1oa52la,-0.01383915412,"INT: {'Drainage, liver using open [abdominal] approach'}"
